ReleaseNumber,InvoiceNumber,CustomerPO,Status,InvoiceDate,OrderDate,SalesOrderAmount,InvoiceAmount,MerchAmount,TaxAmount,Freight,Other,InvoiceDueDate,ShipToNumber,ShipToName,ShipToAddress1,ShipToAddress2,ShipToAddress3,ShipToCity,ShipToState,ShipToPostalCode,ShipToCountry,OrderEntryDate,ShipVia,ARTermCode,TotalQty,TotalWeight,TrackingNumbers,InvStatus,InvBalDue,PreferredCarrier,UnitsSold,ProductNumber,ModelNum,Description,UOM,Cost,ExtCost,OrdNum,LineItemNum,BOQty,ShipQty,LineItemWeightExt,ShipWhseNum,LineShipVia,SerialNums
DC238491,DC196391,,INV,10/16/2024,10/16/2024,254.58,0.00,254.58,20.62,0.00,0.00,10/16/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/16/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,107.55,,P,0.00,,0,CP,MSDS Sheet 174,"Rev#    Date:05/03/11 Bin:   ",,0.00,0.00,DC238491,2,0,0,0.00,214,PRIORITY PICK,
DC238491,DC196391,,INV,10/16/2024,10/16/2024,254.58,0.00,254.58,20.62,0.00,0.00,10/16/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/16/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,107.55,,P,0.00,,1,EZC-50-3550,47247040 24/PLT E-Z CLOR,50# 3&quot; 8OZ BIG TABS (UW),PL,155.00,155.00,DC238491,3,0,1,54.00,214,PRIORITY PICK,
DC238491,DC196391,,INV,10/16/2024,10/16/2024,254.58,0.00,254.58,20.62,0.00,0.00,10/16/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/16/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,107.55,,P,0.00,,0,CP,MSDS Sheet 01,"Rev#001 Date:06/16/00 Bin:   ",,0.00,0.00,DC238491,4,0,0,0.00,214,PRIORITY PICK,
DC238491,DC196391,,INV,10/16/2024,10/16/2024,254.58,0.00,254.58,20.62,0.00,0.00,10/16/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/16/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,107.55,,P,0.00,,1,HAS-50-136,01041 4/CS,GAL REFILLABLE SANI-CHLOR,CS,20.44,20.44,DC238491,5,0,1,42.60,214,PRIORITY PICK,
DC238491,DC196391,,INV,10/16/2024,10/16/2024,254.58,0.00,254.58,20.62,0.00,0.00,10/16/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/16/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,107.55,,P,0.00,,0,CP,MSDS Sheet 174,"Rev#    Date:05/03/11 Bin:   ",,0.00,0.00,DC238491,6,0,0,0.00,214,PRIORITY PICK,
P5510386,P5439868,,INV,10/15/2024,10/15/2024,1043.11,0.00,1043.11,81.36,0.00,0.00,10/15/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/15/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,13,94.2,,P,0.00,,1,PAC-05-186,180009 60SQF,FNS PLUS DE FILTER,EA,1019.53,1019.53,P5510386,1,0,1,90.00,537A,PRIORITY PICK,0192347230047G
P5510386,P5439868,,INV,10/15/2024,10/15/2024,1043.11,0.00,1043.11,81.36,0.00,0.00,10/15/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/15/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,13,94.2,,P,0.00,,6,LAS-56-4080,429-020 25/BX 2&quot;S,SCH40 PVC COUPLING,EA,1.61,9.66,P5510386,2,0,6,1.20,537A,PRIORITY PICK,
P5510386,P5439868,,INV,10/15/2024,10/15/2024,1043.11,0.00,1043.11,81.36,0.00,0.00,10/15/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/15/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,13,94.2,,P,0.00,,6,LAS-56-4063,406-020 25/BX 2&quot;S,SCH40 PVC 90^ ELL,EA,2.32,13.92,P5510386,3,0,6,3.00,537A,PRIORITY PICK,
P5510388,P5439869,,INV,10/15/2024,10/15/2024,11.72,12.63,11.72,0.91,0.00,0.00,10/15/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/15/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,0.8,,P,0.00,No Preferred Carrier,2,LAS-56-4066,409-020 10/BX 2&quot;SPGx2&quot;S,SCH40 PVC STREET 90^ ELL,EA,5.86,11.72,P5510388,1,0,2,0.80,537A,PRIORITY PICK,
P5510242,P5439751,JERMEMIAH,INV,10/14/2024,10/14/2024,3.10,3.34,3.10,0.24,0.00,0.00,10/14/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/14/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,0.1,,P,0.00,No Preferred Carrier,2,SPG-601-1280,O-301-9 STRAINER POT FLANGE/,EQUALIZER ORING,EA,1.55,3.10,P5510242,1,0,2,0.10,537A,PRIORITY PICK,
