ReleaseNumber,InvoiceNumber,CustomerPO,Status,InvoiceDate,OrderDate,SalesOrderAmount,InvoiceAmount,MerchAmount,TaxAmount,Freight,Other,InvoiceDueDate,ShipToNumber,ShipToName,ShipToAddress1,ShipToAddress2,ShipToAddress3,ShipToCity,ShipToState,ShipToPostalCode,ShipToCountry,OrderEntryDate,ShipVia,ARTermCode,TotalQty,TotalWeight,TrackingNumbers,InvStatus,InvBalDue,PreferredCarrier,UnitsSold,ProductNumber,ModelNum,Description,CustomerPO,InvoiceDate,,,,,UOM,Cost,ExtCost,OrdNum,LineItemNum,BOQty,ShipQty,LineItemWeightExt,ShipWhseNum,LineShipVia,SerialNums
ND383549,ND314245,JEREMIAH,INV,1/21/25,1/21/25,275.79,0,275.79,22.89,0,0,1/21/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/21/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,36.3,,P,0,,1,AAA-06-243,CELAPOOL 132/PLT,6# DE POWDER,JEREMIAH,1/21/25,non-Billable,,,,BAG,5.66,5.66,ND383549,4,0,1,6,512A,PRIORITY PICK,
DC243272,DC200390,JEREMIAH,INV,1/9/25,1/9/25,113.43,122.62,113.43,9.19,0,0,1/9/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/9/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,4.85,,P,0,No Preferred Carrier,1,PSL-40-0354,PS962 24&quot; PROFESSIONAL SERIES,COMBO BRISTLE WALL BRUSH,JEREMIAH,1/9/25,non-Billable,,,,EA,66.12,66.12,DC243272,1,0,1,1.35,214,PRIORITY PICK,
DC243272,DC200390,JEREMIAH,INV,1/9/25,1/9/25,113.43,122.62,113.43,9.19,0,0,1/9/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/9/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,4.85,,P,0,No Preferred Carrier,1,PSL-40-0954,PS302 DELUXE SERIES 14&quot;,FLEX VAC HEAD W/ METAL HANDLE,JEREMIAH,1/9/25,non-Billable,,,,EA,47.31,47.31,DC243272,2,0,1,3.5,214,PRIORITY PICK,
DC243763,DC200747,JEREMIAH,INV,1/16/25,1/16/25,211.06,0,211.06,17.1,0,0,1/16/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/16/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,55.3,,P,0,,1,PTY-40-2055,RBTD 20&quot; RED BARON,LEAF RAKE W/ TUFF DUTY BAG,JEREMIAH,1/16/25,non-Billable,,,,EA,49.94,49.94,DC243763,4,0,1,1.2,214,PRIORITY PICK,
P5517644,P5445873,SANDY,INV,1/7/25,1/7/25,57.84,0,57.84,4.8,0,0,1/7/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/7/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,0.75,,P,0,,2,AQC-47-1032,551236 6/CS 100CT SILVER,7-WAY TEST STRIP,SANDY,1/7/25,non-Billable,,,,EA,24.15,48.3,P5517644,2,0,2,0.3,537A,PRIORITY PICK,
P5520015,P5447715,SANDY,INV,1/30/25,1/30/25,29.04,0,29.04,2.33,0,0,1/30/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/30/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,41.6,,P,0,,1,HAS-50-126,BT GAL,BOTTLE DEPOSIT,SANDY,1/30/25,non-Billable,,,,EA,1,1,P5520015,5,0,1,0.4,537A,PRIORITY PICK,
P5519032,P5446999,SANDY,INV,1/21/25,1/21/25,57.08,0,57.08,4.74,0,0,1/21/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/21/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,24.2,,P,0,,1,AAA-06-241,CELAPOOL 24#,DIATOMAECOUS EARTH DE POLYBAG,SANDY,1/21/25,non-Billable,,,,BAG,15.29,15.29,P5519032,2,0,1,23.4,537A,PRIORITY PICK,
P5520015,P5447715,SANDY,INV,1/30/25,1/30/25,29.04,0,29.04,2.33,0,0,1/30/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/30/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,41.6,,P,0,,1,HAS-50-135,15041 4/CS,GAL REFILLABLE MURIATIC ACID,SANDY,1/30/25,non-Billable,,,,CS,28.04,28.04,P5520015,1,0,1,41.2,537A,PRIORITY PICK,
P5518230,P5446355,SANDY,INV,1/14/25,1/14/25,54.38,58.89,54.38,4.51,0,0,1/14/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/14/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,1.45,,P,0,No Preferred Carrier,1,POP-40-3100,LN4100 12/CS ANIMAL,LEAF RAKE W/ 20&quot; STANDARD BAG,SANDY,1/14/25,non-Billable,,,,EA,54.38,54.38,P5518230,1,0,1,1.45,537A,PRIORITY PICK,
P5519738,P5447497,SANDY,INV,1/28/25,1/28/25,120.8,130.83,120.8,10.03,0,0,1/28/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/28/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,3.5,,P,0,No Preferred Carrier,1,SKM-40-1003,6317 6'-17' 3PC ,SNAP BUTTON LOCK TELEPOLE,SANDY,1/28/25,non-Billable,,,,EA,120.8,120.8,P5519738,1,0,1,3.5,537A,PRIORITY PICK,
ND383345,ND314082,SHAWN,INV,1/20/25,1/20/25,63.44,0,63.44,5.27,0,0,1/20/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/20/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,0.37,,P,0,,2,ALA-60-1001,631,5OZ MAGIC LUBE,SHAWN,1/20/25,non-Billable,,,,EA,7.25,14.5,ND383345,6,0,2,0.6,512A,PRIORITY PICK,
P5519517,P5447347,SHAWN,INV,1/24/25,1/24/25,83.31,90.22,83.31,6.91,0,0,1/24/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/24/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,1.06,,P,0,No Preferred Carrier,1,ALA-60-1001,631,5OZ MAGIC LUBE,SHAWN,1/24/25,non-Billable,,,,EA,7.25,7.25,P5519517,6,0,1,0.3,537A,PRIORITY PICK,
P5519517,P5447347,SHAWN,INV,1/24/25,1/24/25,83.31,90.22,83.31,6.91,0,0,1/24/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/24/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,1.06,,P,0,No Preferred Carrier,1,BOS-60-3108,142943 80131 12/CS 3OZ CLEAR,801 SILICONE ADHESIVE,SHAWN,1/24/25,non-Billable,,,,CYL,9,9,P5519517,4,0,1,0.25,537A,PRIORITY PICK,
ND383990,ND314610,SHAWN,INV,1/23/25,1/23/25,42.59,0,42.59,2.7,0,0,1/23/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/23/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,57.25,,P,0,,4,HAS-50-126,BT GAL,BOTTLE DEPOSIT,SHAWN,1/23/25,non-Billable,,,,EA,1,4,ND383990,4,0,4,1.6,512A,PRIORITY PICK,
ND382871,ND313665,SHAWN,INV,1/16/25,1/16/25,15.44,0,15.44,1.7,0,0,1/16/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/16/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,-4,40.6,,P,0,,-5,HAS-50-126,BT GAL,BOTTLE DEPOSIT,SHAWN,1/16/25,non-Billable,,,,EA,1,-5,ND382871,9,0,-5,-2,512A,PRIORITY PICK,
P5518794,P5446814,SHAWN,INV,1/20/25,1/20/25,312.34,0,312.34,25.92,0,0,1/20/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/20/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,6.53,,P,0,,1,IPS-60-631,10209 12/CS QT,CLEAR PVC PRIMER,SHAWN,1/20/25,non-Billable,,,,CAN,22.27,22.27,P5518794,6,0,1,2.08,537A,PRIORITY PICK,
ND383990,ND314610,SHAWN,INV,1/23/25,1/23/25,42.59,0,42.59,2.7,0,0,1/23/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/23/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,57.25,,P,0,,1,HAS-50-132,SHELL,DEPOSIT SHELL/ CHEMICAL CASE,SHAWN,1/23/25,non-Billable,,,,EA,6,6,ND383990,5,0,1,2.85,512A,PRIORITY PICK,
ND383345,ND314082,SHAWN,INV,1/20/25,1/20/25,63.44,0,63.44,5.27,0,0,1/20/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/20/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,0.37,,P,0,,1,TCE-67-910,9680-L LARGE,FLEX TUFF LATEX COATED GLOVES,SHAWN,1/20/25,non-Billable,,,,EA,13.06,13.06,ND383345,5,0,1,0.2,512A,PRIORITY PICK,
ND383990,ND314610,SHAWN,INV,1/23/25,1/23/25,42.59,0,42.59,2.7,0,0,1/23/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/23/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,57.25,,P,0,,1,HAS-50-136,01041 4/CS,GAL REFILLABLE SANI-CHLOR,SHAWN,1/23/25,non-Billable,,,,CS,20.44,20.44,ND383990,1,0,1,42.6,512A,PRIORITY PICK,
DC244046,DC200956,SHAWN,INV,1/22/25,1/22/25,20.44,0,20.44,1.66,0,0,1/22/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/22/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,42.6,,P,0,,1,HAS-50-136,01041 4/CS,GAL REFILLABLE SANI-CHLOR,SHAWN,1/22/25,non-Billable,,,,CS,20.44,20.44,DC244046,1,0,1,42.6,214,PRIORITY PICK,
P5518716,P5446750,SHAWN,INV,1/17/25,1/17/25,24.04,0,24.04,2,0,0,1/17/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/17/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,42.65,,P,0,,1,HAS-50-136,01041 4/CS,GAL REFILLABLE SANI-CHLOR,SHAWN,1/17/25,non-Billable,,,,CS,20.44,20.44,P5518716,2,0,1,42.6,537A,PRIORITY PICK,
ND382871,ND313665,SHAWN,INV,1/16/25,1/16/25,15.44,0,15.44,1.7,0,0,1/16/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/16/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,-4,40.6,,P,0,,1,HAS-50-136,01041 4/CS,GAL REFILLABLE SANI-CHLOR,SHAWN,1/16/25,non-Billable,,,,CS,20.44,20.44,ND382871,5,0,1,42.6,512A,PRIORITY PICK,
ND382292,ND313152,SHAWN,INV,1/13/25,1/13/25,1725.73,0,1725.73,143.24,0,0,1/13/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/13/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,67,80.7,,P,0,,1,IPS-60-727,13555 12/CS QT 744 CLEAR,POOL MEDIUM MB PVC CEMENT,SHAWN,1/13/25,non-Billable,,,,CAN,30.55,30.55,ND382292,8,0,1,2.2,512A,PRIORITY PICK,
ND382292,ND313152,SHAWN,INV,1/13/25,1/13/25,1725.73,0,1725.73,143.24,0,0,1/13/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/13/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,67,80.7,,P,0,,10,AAA-56-4105,SCH40  2&quot;,PVC PIPE SCH40 2&quot; PER FT,SHAWN,1/13/25,non-Billable,,,,FT,1.99,19.9,ND382292,7,0,10,7,512A,PRIORITY PICK,
DC243167,DC200294,,INV,1/7/25,1/7/25,28.04,0,28.04,2.27,0,0,1/7/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/7/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,41.2,,P,0,,1,HAS-50-135,15041 4/CS,GAL REFILLABLE MURIATIC ACID,,1/7/25,non-Billable,,,,CS,28.04,28.04,DC243167,1,0,1,41.2,214,PRIORITY PICK,
DC243150,DC200277,BLAKE,INV,1/7/25,1/7/25,248.9,0,248.9,20.16,0,0,1/7/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/7/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,5,127.1,,P,0,,1,SDI-25-1001,.5 ATF .5&quot;MPT PLASTIC,AUTOFILL FLOAT VALVE,BLAKE,1/7/25,Returned,,,,EA,18.13,18.13,DC243150,2,0,1,0.1,214,PRIORITY PICK,
81303908,81345208,BLAKE,INV,1/16/25,1/16/25,-98.21,-106.36,-98.21,-8.15,0,0,1/16/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/16/25,PRIORITY PICK,12 - CTR: CHECK OK,2,1.24,,P,0,,-1,SDI-25-1001,.5 ATF .5&quot;MPT PLASTIC,AUTOFILL FLOAT VALVE,BLAKE,1/16/25,Returned,,,,EA,18.13,-18.13,81303908,6,0,-1,-0.1,81,PRIORITY PICK,
DC243150,DC200277,BLAKE,INV,1/7/25,1/7/25,248.9,0,248.9,20.16,0,0,1/7/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/7/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,5,127.1,,P,0,,1,HAY-051-2420,DEX2420MAR2 PROGRID,MANUAL AIR RELIEF ASSY,BLAKE,1/7/25,Returned,,,,EA,154.25,154.25,DC243150,1,0,1,2,214,PRIORITY PICK,
81303908,81345208,BLAKE,INV,1/16/25,1/16/25,-98.21,-106.36,-98.21,-8.15,0,0,1/16/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/16/25,PRIORITY PICK,12 - CTR: CHECK OK,2,1.24,,P,0,,-1,HAY-051-2420,DEX2420MAR2 PROGRID,MANUAL AIR RELIEF ASSY,BLAKE,1/16/25,Returned,,,,EA,154.25,-154.25,81303908,7,0,-1,-2,81,PRIORITY PICK,
